class,title,wiki
1,Cryptovision Records,cryptovision records new york city based independent record label founded musicians james sweat talley mike linn brian beggs gene wood 1979 dissolved 1990. in 2009 dave amels a&r man original cryptovision records relaunched record label new jersey cryptovision records llc.cryptovision records helped launch career sam coomes group the donner party.
1,National Airlines (N8),national air cargo also operating national airlines american airline based orlando florida. it operates -demand cargo passenger charter services. its main base orlando international airport orlando.
1,Nutro Products,nutro products inc. subsidiary company mars incorporated developer manufacturer max natural choice ultra brands dog cat food well greenies treats. the company headquartered franklin tennessee usa.
1,Halocyan Records,halocyan records american independent record label based los angeles ca.
1,Atruvera Aviation,cjsc atruvera aviation (russian:  -   cargo airline based saint petersburg russia. it established 1993 operated domestic international cargo charters.
1,General Production Recordings,general production recordings (known simply gpr) electronic music independent label founded 1989 england. the label helped establish artists beaumont hannant mark broom the black dog plaid luke slater.the label'first recordings released 1991. over 120 releases followed culminating compilation released 1997. after many years dormant gpr resurfaced 2009 promise releases new existing artists.
1,Zoo Records,this article british independent record label american record label see zoo entertainment (record label).zoo records british independent record label formed bill drummond david balfe 1978. zoo launched order release work perennially struggling liverpool band big japan (label'first release from y to z never again ep).
1,General Motors Europe,general motors europe (often abbreviated gm europe) responsible operation general motors (gm) businesses europe. the subsidiary established gm 1986 operated 14 production assembly facilities 9 countries employed around 54500 people. gm'core european brands germany-based opel uk-based vauxhall sell much range cars different markets. it formerly owned swedish marque saab early 2010. the u.s.
1,Corio (company),corio n.v. dutch-based real estate investment company owns manages shopping centres. headquartered utrecht firm primarily consists portfolio retail properties worth 7.2 billion netherlands france italy spain germany turkey. the company formed 2000 merger property funds vib wbn initially also investing significantly office buildings commercial property.
1,Bubble Bus Software,bubble bus software publisher video game software home computers mid-1980s founded mark meakins based tonbridge kent. their releases targeted popular home computers time commodore 64 vic-20 zx spectrum. their notable release starquake.
1,The Weinstein Company,the weinstein company (twc) american mini-major film studio founded bob harvey weinstein 2005 brothers left -disney-owned miramax films co-founded 1979. they retained ownership dimension films label miramax.
1,Mo'men,mo'men (arabic:  pronounced [momen] literally means believer) chain fast food restaurants based cairo egypt specializing sandwiches. mo'men wholly owned subsidiary mo'men group.
1,STET – Società Finanziaria Telefonica,stet  societ finanziaria telefonica (stet - telephonic financial company english) italian company operated telecommunications sector. it iri'holding company sector.
1,Dodsal Group,the dodsal group diversified multinational conglomerate headquartered dubai united arab emirates. it operates areas trading distribution; engineering procurement construction; exploration production; casual dining restaurants; manufacturing.it wholly owned rajen a. kilachand chairman president group.
1,AES Eletropaulo,aes eletropaulo (portuguese: eletropaulo metropolitana - electricidade de so paulo s.a) major brazilian power distributor state so paulo created breakup old state-owned power distribution company eletropaulo monopolized electricity distribution so paulo 1981 1999.
1,ArtPeople,artpeople danish arts entertainment company specializing book music publishing also acting booking agency.
1,Buffalo (footwear),buffalo brand clothing accessories perhaps best known footwear owned buffalo boots gmbh. its headquarters hochheim main germany.buffalo'notoriety increased significantly popularity especially europe platform shoes mid-1990s early 2000s.
1,Westgate Resorts,westgate resorts florida based timeshare resort firm founded david a. siegel.the company first expanded central florida miami daytona beach outside state florida. today westgate comprises 22 resorts throughout united states destinations orlando florida; las vegas nevada; gatlinburg tennessee; myrtle beach south carolina; park city utah; williamsburg virginia; miami florida; branson missouri; mesa arizona; tunica mississippi.
1,Orbit Communications Company,orbit communications company privately owned pay tv network operating middle east north africa europe. owned saudi arabia-based mawarid holding (via digital media systems) first fully digital multi-channel multi-lingual pay television service middle east north africa also world first fully digital tv network.[citation needed] orbit broadcast several languages around world including english arabic filipino.
1,KCC Corporation,kcc corporation (renamed kumkang korea chemicals co. ltd. february 25 2005) korean chemical auto parts manufacturer headquartered seoul south korea.
1,Sescoi,sescoi developer industrial software computer-aided manufacturing enterprise resource planning extended enterprise productivity. its worknc software one market leaders cad/cam field used 25% companies demanding countries japan. sescoi also develops workplan range erp software products custom manufacturers project based companies. sescoi 5000 customers 11000 licenses sold worldwide.
1,Rusal,united company rusal (russian:   /ok rusal/) world'largest aluminium company. uc rusal accounts almost 9% world'primary aluminium output 9% worlds alumina production. the united company formed merger rusal (russian:  ) sual alumina assets glencore completed march 2007. the company operates 19 countries five continents employs 72000 people across international operations offices.
1,Glenvale Transport,glenvale transport ltd (trading stagecoach merseyside) bus company formed 2001 result management buy-gillmoss bus depot arriva plc. the buy-response competition commission arriva'dominance merseyside bus transport exceeded reasonable share therefore another bus company compete arriva must enter merseyside market retain competition among bus operators.
1,In At The Eye Records,in at the eye records uk-based record label founded 2011 radio presenter promoter emma scott musician producer jase burns.
1,Novorossiysk Commercial Sea Port,jsc novorossiysk commercial sea port russia'largest commercial sea port operator. the company headquartered city novorossiysk black sea coast. the company operates port novorossiysk
1,Naval Aircraft Factory,the naval aircraft factory (naf) established united states navy 1918 philadelphia pennsylvania. it created help solve aircraft supply issues faced navy department upon entry u.s. world war i. the armys requirements enormous quantity planes created decided lack interest among aircraft manufacturers navy'requirements comparatively small quantity aircraft.
1,Yellow Tail Records,yellow tail records independent record label based seattle washington. founded early 1990s andrew ratshin hilary field releases variety folk acoustic classical music.
1,Haksan Culture Company,haksan culture company ( haksan munhwa-sa) subsidiary daewon media south korean publisher famous large selections domestic imported comics (manga/manhwa) light novels. it established seoul 1995.
1,IronFX Global,ironfx global also known ironfx online brokerage firm founded 2010 limassol cyprus markos a. kashiouris european entrepreneur. its services include contracts difference (cfd) foreign exchange (fx) shares futures precious metals. it provides retail institutional forex trading services supervision multiple regulatory authorities around world.
1,TechnoAlpin,technoalpin ag based bolzano south tyrol specializes manual fully automated snow-making systems. it global market leader snow-making technology.
1,Symphony Teleca,symphony teleca privately held company wholly owned symphony technology group (stg) supplies software services mobile communications industry. as 2013 company 6000+ employees 35 countries largest number employees india spread across many locations - bangalore pune gurgaon chennai.
1,Blue Mountain Brewery,the blue mountain brewery afton virginia micro-brewery forms along starr hill brewery south street brewery devils backbone brewing company integral part brew ridge trail. blue mountain first brewery open nelson county. they cultivate 1/3 acre mainly cascade-variety hops.
1,Assist-2-Sell,assist-2-sell real estate franchise organization united states canada. it founded 1987 mary lameres-pomin lyle e. martin based reno nv.as may 2011 assist-2-sell network consisted approximately 300 offices 44 u.s. states 5 canadian provinces. the company describes full-service discount real estate company. franchise owners/brokers agents provide home sellers home buyers full brokerage services.
1,Radius (company),radius software company provides marketing platform targeting small businesses. the company tracks collects information hundreds thousands sources 25 million small businesses united states. the company publicly stated plans build products directly competitive dun & bradstreet.
1,Standard Life (Canada),the standard life assurance company canada (also known standard life) major investment retirement financial protection company part standard life group headquartered edinburgh scotland. standard life prominent player canadian marketplace since 1833.the company currently employs 2000 people across canada.
1,Informa Research Services,informa research services united statesbased market research company primarily serves financial services organizations nationwide. informa research services provides competitive intelligence sales service evaluation regulatory compliance testing lead generation services financial industry.
1,Gezhouba Group,gezhouba group () (public sha:600068) chinese construction engineering company based wuhan hubei. based 2011 numbers company 42nd largest contractor revenue world.primarily engaged contract construction projects gezhouba operates areas power plants dams roads bridges civil engineering china abroad.
1,GMA Cover Corp.,gma cover corp. (gma). since 1974 gma'focus manufacturing textile products 2010 gma expanded textile offerings beyond defense include commercial disaster relief products.
1,SBI Group,sbi group (strategic business innovator group) (tyo: 8473 sehk: 6488) financial services company group based japan. the group'businesses companies held primarily sbi holdings group also operates business school children'charity foundation well. the company based tokyo.sbi group began 1999 primary investment financial services arm softbank japanese media telecommunications company.
1,Inglenook (winery),inglenook produces estate bottled wines rutherford california napa valley. the winery founded 1879 finnish sea captain gustave niebaum. niebaum died 1908 winery shut prohibition. upon repeal prohibition niebaum'widow suzanne niebaum reopened inglenook brought viticulturist enologist upgrade winemaking system. niebaum'great-nephew john daniel jr.
1,Free Airlines,free airlines air operator n'dolo airport kinshasa democratic republic congo.the airline list air carriers banned european union.
1,Masuda Funai,masuda funai eifert & mitchell ltd. u.s. law firm headquartered chicago illinois additional offices suburban chicago los angeles california.
1,Black & Veatch,black & veatch global engineering consulting construction operations company specializing infrastructure development energy water telecommunications management consulting federal environmental markets. black & veatch 11th largest majority employee-owned company united states.
1,Fein (company),c. & e. fein gmbh manufacturer high-end power tools founded 1867 wilhelm emil fein brother carl fein. they located stuttgart germany. fein became famous grinders electric screwdrivers fein multimaster rs. fein invented hand-held electric drill 1895 responsible many innovations.
1,Teletrax,teletraxis broadcast monitoring system currently owned operated civolution. teletrax recognizes video content 2000 channels worldwide use video watermarking video fingerprinting technologies. .companies use teletrax keep track video content used broadcasts.
1,Air Comet Chile,air comet chile airline based santiago chile operating domestic passenger services. its main base comodoro arturo merino bentez international airport santiago.
1,India Trade Promotion Organization,india trade promotion organisation (itpo) headquartered pragati maidan nodal agency government india aegis ministry commerce industry (india) promoting country'external trade. itpo schedule-b miniratna central public sector enterprise (cpse) 100 percent shareholding government india.
1,Aedas,aedas (/ads/ latin aedificare build) international architectural firm operating 31 offices 20 countries.
1,Aerosport Inc,aerosport inc company founded harold woods holly springs north carolina 1971 market aircraft plans homebuilding.
1,Block Starz Music,block starz music american independent record label owned operated bayer mack. its catalog includes independent releases machine gun kelly lega-c wiz khalifa lisa left eye lopes big sean rhymefest ceddy bu rap sumo. the label formed independent film television production company block starz music television 2013.
1,Millennium Publications,millennium publications american independent comic book publishing company founded mark ellis melissa martin paul davis. initially known publisher licensed properties millennium adapted works arthur conan doyle lester dent frank frazetta robert e. howard harlan ellison h.p. lovecraft anne rice; even tv series like the man u.n.c.l.e. the wild wild west comic book form.
1,Qantas Freight,qantas freight subsidiary company qantas responsible air cargo operations qantas group. it owner freight airline express freighters australia freight forwarder qantas courier trucking company jets transport express. qantas freight also partner two joint ventures australia post: australian air express specialising door--door package delivery star track express road freight company.
1,Bianchi Bicycles,f.i.v. edoardo bianchi s.p.a (pronounced bee-ahn-kee italian) world'oldest bicycle-making company still existence pioneered use equal-sized wheels pneumatic rubber tires 1885. it founded italy 1885. it produced cars commercial vehicles 1900 1939 autobianchi though business sold fiat; motorcycles 1897 1967. bianchi associated 50 years italian tour de france winner fausto coppi.
1,POSBank,posbank (posb) (chinese: ) brand consumer banking services offered dbs bank singapore acquired latter november 1998. prior major public bank began life post office savings bank offering low-cost banking services singaporeans.
1,Online Trading Academy,online trading academy education company provides education professional traders regarding trading financial markets. initially company started one largest trading floors us.[citation needed] in order improve trading results managers top traders offered daily review coaching sessions help traders become consistent profitable. this training program grew soon companies sending traders training.
1,Bloom Cigar Company,the bloom cigar company iconic internationally known pittsburgh-based premium cigar store. founded 1955 bloom cigar company pittsburgh area'largest retail wholesale distributor cigars. an weekly informal gathering cigar aficionados unique ambiance contribute reputation.
1,Council of Churches of the City of New York,the council churches city new york (cccny) established 1815 brooklyn church mission society. it oldest ecumenical council churches united states. the council represents 1.5 million protestants anglicans orthodox christians. a. r. bernard president council.the councils name changed several times history. in 1968 adopted current name replacing previous name protestant council city new york.
1,Asia Airways,asia airways tajik airline based dushanbe tajikistan. the airline provides cargo passenger services tajikistan countries afghanistan india china sharja iran sep 2010.
1,Gerber Finance,gerber finance new york based company provides asset-based lines credit understanding inventory small medium sized businesses eastern seaboard united states canada. the company joint venture investec bank london stock exchange south african stock exchange listed bank the gerber group 90 year-old international trading investment company headquartered south africa. the company founded 1995.
1,Thinking Pictures,thinking pictures american multinational corporation specializing software media consulting. it founded 1993 stephan fitch olivier pfeiffer. thinking pictures introduced number innovations fields internet technology interactivity digital rights management.
1,Sabah Gas Industries,sabah gas industries sdn bhd state owned holding company based labuan malaysia. it established 1982 government sabah downstream operations sabah natural gas resources. the company owned operated 660000-tonne per year methanol plant 600000-tonne per year sponge iron factory 79 mw natural gas-fired power station commissioned 1984 gas pipeline offshore gas fields became operational.
1,Atom Technologies,atom technologies indian company offering payment processing technology headquartered mumbai india. atom started 2006 subsidiary financial technologies group.the company historically focused upon distribution payment banking services use mobile technology.
1,Horizon Technologies,horizon technologies llc defunct arizona company responsible sales marketing millennium plus aftermarket vehicle tracking system. in 2005 company featured discovery channel show it takes thief.
1,Native Instruments,native instruments technology company develops software hardware music production djing.
1,Matajer Malls,matajer meaning shops arabic neighborhood shopping centre concept located sharjah united arab emirates developed sharjah holding strategic partnership government sharjah majid al futtaim properties.the first matajer mall matajer al quoz opened october 2011 followed three branches al juraina al khan al mirgab 2012. matajer malls recorded annual footfall ten million across four centres 2012.
1,Eli Bridge Company,eli bridge company family owned amusement ride manufacturer headquartered jacksonville illinois u.s.
1,Atlantis Plastics,atlantis plastics american company manufactures specialty polyethylene films molded extruded plastic components used variety industrial consumer applications. it 1381 employees december 31 2006.
1,Mathys Medical,mathys ltd bettlach (formerly mathys medical) swiss family business headquarters bettlach switzerland.
1,Mishcon de Reya,mishcon de reya international law firm offices london offering range legal advocacy services businesses individuals. the firm founded victor mishcon 1937. in january 2010 mishcon de reya opened associated office new york mishcon de reya new york llp.in legal business awards 2012 mishcon de reya named law firm year real estate team year.
1,Barwa Group,barwa group (doh:bres) real estate company based doha qatar. established 2005 listed qatar exchange 45% shares held qatar investment authority via qatari diar subsidiary. it primarily active real estate development related financial services. it qatar'largest real estate group.barwa sponsor spanish motorsport addax team.
1,Mt. Olive Pickle Company,the mount olive pickle company american food processing company located mount olive north carolina. the company'primary product pickled cucumbers also large supplier pepper mixed pickle relish pickled products. mt. olive largest independent pickle company united states top-selling pickle brand southeastern united states market share approaches 70 percent.facilities located mt.
1,Inter Park,interpark korean online auction shopping mall people around world buy sell goods services.
1,Netwitness,netwitness corporation reston virginia-based network security company provides real-time network forensics automated threat analysis solutions. its flagship product netwitness nextgen. in 2011 netwitness acquired emc corporation.
1,Room to Read,room read award-winning non-profit organization improving literacy gender equality education developing world. headquartered san francisco california founded belief world change starts with educated children organization focuses working collaboration local communities partner organizations governments.
1,Bewley's,bewley'limited irish company established 1840 produces tea coffee retail sale. the company owned campbell bewley group ltd.bewley'significant coffee roasting facilities ireland capable roasting approximately 2000 tonnes coffee beans per annum. the company operations united states; boston area rebecca'cafe name california java city.
1,Cuneiform Records,cuneiform records independent record label based silver spring maryland.the label releases mixture musical styles including progressive jazz modern fusion music progressive rock canterbury scene (related artists) electronic music. cuneiform introduced many notable new acts years addition documenting work past release entire heldon catalog several archival soft machine recordings.
1,A123 Systems,a123 systems llc developer manufacturer lithium-ion (lithium iron phosphate) batteries battery systems transportation electric grid commercial markets. the company business 2001 bankruptcy 2012.in 2009 company 2500 employees globally headquartered waltham massachusetts. the company founded 2001 dr. yet-ming chiang dr. bart riley ric fulop.
1,Skrivanek,skrivanek company provides language services field translating interpreting including localization dtp services language teaching czech republic. the company translates 100 languages branch offices beijing brussels new york cities across world.
1,Todd-AO,todd-ao post-production company founded 1953 providing sound-related services motion picture television industries. the company operates three facilities los angeles area. todd-ao also name widescreen 70 mm film format developed mike todd american optical company mid-1950s. todd-ao originally founded promote distribute system.
1,MDS America,mds america inc (mdsa) wireless internet wireless cable tv technology provider based stuart florida. mds america primary party responsible invalidation northpoint technology inc'patents terrestrial rebroadcast satellite signals.mds operations affiliated company participated recent auctions 2005 2006 held federal communications commission (fcc) frequency band 12.2 - 12.7 ghz christened mvdds.
1,Komerční banka Bratislava,komern banka bratislava commercial bank operates slovakia. its wholly owned subsidiary czech komern banka member group socit gnrale.
1,Nippon Columbia,nippon columbia co. ltd. ( nippon koromubia kabushiki gaisha) often pronounced korombia tyo: 6791 japanese record label founded 1910 nipponophone co. ltd. ( nihon chikuonki shkai). it affiliated columbia graphophone company united kingdom adopted standard uk columbia trademarks 1931. the company changed name nippon columbia co. ltd. 1946.
1,Ras Al Khaimah IT Park,ras al khaimah it park launched ras al khaimah free trade zone economic free zone aims build advanced high tech infrastructure attract information technology companies around world effort emulate success achieved dubai internet city. residential rents rak quarter dubai.[citation needed]
1,Cage Warriors,cage warriors fighting championship cwfc mixed martial arts promotion based london currently regarded biggest mma organisation europe. cage warriors established 2001 staged first mma event london july 2002.
1,GE Capital Aviation Services,ge capital aviation services (gecas) unit ge capital part large conglomerate general electric. the president gecas norman liu. gecas responsible leasing aircraft associated equipment airlines. gecas buys aircraft manufacturers like airbus boeing leases airlines typically three five year leases usually dry lease contracts. it also buys aircraft airlines leases back.
1,Data Records,data records subsidiary record label ministry sound based london. data records along ministry sub-labels sound ministry rulin records since 1999 distributed australia ministry sound australia.
1,OGPlanet,ogplanet gaming publisher free--play massively multiplayer online (mmo) downloadable pc games based torrance california offices vancouver berlin london seoul. currently ogplanet publishes games sd gundam capsule fighter rumble fighter la tale red stone heroes realm gundog mmorpg heva clonia online.
1,EBUL,ebul record label belonging pete waterman ltd jive/zomba.ebul established pete waterman ashes eastern bloc records unity record labels. a deal soon struck jive'steve jenkins early successes include pop band steps tina cousins dance outfit atlantic ocean (waterfall).as 2004 ebul going concern recent acts include lauren waterworth betabox pop!
1,Wright Company,the wright company commercial aviation business venture wright brothers established 22 november 1909 conjunction several prominent industrialists new york detroit intention capitalizing invention practical airplane.
1,Aeromere/Capriolo,capriolo later called aeromere name motorcycle production arm italian aircraft company aeromere aero-caproni. after world war ii victorious allies prohibited wartime aircraft military hardware suppliers remaining previous industries aero-caproni would change name capriolo become one several including aermacchi mv agusta vespa ducati switched producing motorcycles scooters.
1,Spag's,spag'1934 2004 discount department store route 9 shrewsbury massachusetts. the store considered early pioneer discount retailing notable longtime resistance accepting charge cards (1992) offering plastic shopping bags (late 1996) shopping carts (introduced 1998).
1,Authentic Records,authentic records independent record label based des moines iowa. it created band the nadas signed number rock artists particularly midwest.the label currently distributes music the nadas jon peter lewis josh davis band towncrier benjamin wagner stephanie walsmith bob hillman jerry chapman jason levasseur.
1,IndoMobil Suzuki International,pt. indomobil suzuki international joint venture suzuki motor corporation indomobil group. the company located jakarta indonesia specialized manufacturing suzuki vehicles local market. their first product st20 carry saw extensive use angkot. nicknamed turungtung built least 1983.
1,Super-Pharm,super-pharm (hebrew: - super-pharm) pharmacy chain israel poland china. owned koffler family pharmacy uses logo private-label brands life quo shoppers drug mart canada.
1,Nippon Animation,nippon animation ( nippon animshon) japanese animation studio. the company headquartered tokyo chief offices ginza district ch production facilities tama city.nippon animation famous producing numerous anime series based works literature anne green gables the adventures tom sawyer.
1,Alias Records,alias records small american indie-rock record label based california. alias released albums american music club archers loaf yo la tengo the loud family too much joy knapsack among others. american indi label alias records formed 1988 san francisco california affiliated recording studio soma sync.
1,Vetro Energy,vetro energy singapore houston tx based operating management company majority shareholder company rezart tai. vetro energy targets upstream oil & gas investments worldwide. in october 2012 vetro energy successfully bid privatize albania state-owned oil company albpetrol
1,Enterprise Oil,enterprise oil major uk independent exploration production company based europe core areas activity united kingdom ireland mainland europe brazil gulf mexico. the company constituent ftse 100 index acquired royal dutch shell.
1,Mack Avenue Records,mack avenue records independent record label headquartered harper woods michigan. founded 1999 label several renowned jazz musicians roster including stanley jordan kenny garrett christian mcbride danilo perez kevin eubanks yellowjackets gary burton among several others.
1,Get AS,get norwegian cable-tv operator internet service provider. it operates country-wide network second largest customer base. until 2006 get part upc broadband. get owned quadrangle group.
1,Kamiyachō Shareo,kamiyach shareo () underground city located central hiroshima.it key underground network connecting public transport services around kamiyach area.there two stations astram line three stations hiroden main line ujina line.this underground network way connect five stations.at center kamiyach shareo transportation tourist information center.
1,Snow Foundation,the snow foundation non-profit organisation operating canberra. it established assist need canberra community whose needs covered government sources.
1,Rooster's Brewery,rooster'brewery brewery knaresborough yorkshire. the rooster'brewery established sean & alison franklin 1993. initially producing eight barrels week production totals around 60 barrels week.the brewery produces range cask-conditioned beers brewed almost exclusively pale malts.all beers currently available draught.
1,Philippine Broadcasting Service,philippine broadcasting service (pbs) radio network philippines. it owned philippine government.
1,Smith & Wollensky,smith & wollensky name several high-end american steakhouses locations new york philadelphia houston columbus las vegas miami chicago boston washington d.c.. the first smith wollensky steakhouse founded 1977 alan stillman best known creating t.g.i. friday'ben benson later opened steakhouse 123 west 52nd street distinctive building 49th street & 3rd avenue (occupied manny wolf'steakhouse).
1,Mangalore Chemicals & Fertilizers,mangalore chemicals & fertilizers limited turnover rs. 2523.83 crores (201011) manufacturer chemical fertilizers state karnataka india.
1,Mmmuffins,mmmuffins canadian coffee muffin retailer founded 1979. it granted first franchise 1980. the company locations throughout canada one largest specialty baked goods franchising companies canada.the company purchased timothy'world coffee 2002. timothy'continued operate mmmuffins stores original trade name. on november 13 2009 mmmuffins sold bruegger'enterprises inc.
1,Yeastie Boys,yeastie boys independent brewing company based wellington new zealand. it established beer activists stu mckinlay sam possenniskie 2008. the brewery'name play band beastie boys.
1,Schwartz Publishing,schwartz publishing australian publishing house based melbourne australia established property developer morry schwartz. since late-1990s many publications appeared black inc imprint.
1,TAESA Lineas Aéreas,taesa (transportes areos ejecutivos) low cost airline headquarters no. 27 hangar zone c grounds mexico city international airport mexico city mexico.
1,In the Red Records,in red records independent record label los angeles ca formed 1991 larry hardy.
1,Aviastar-SP,cjsc aviastar-sp russian aircraft factory based ulyanovsk. it closed shares joint stock company. it replaced soviet ulyanovsk aviation industrial complex manufactures cargo aircraft an-124 ruslan whole tu-204 family (except tu-214). in 2007 1.25% aviastar-sp capital injected united aircraft corporation russian federation.
1,Homejoy,homejoy online platform connects customers house cleaners. the company based san francisco. the company serves united states canada total 31 major cities east west coast charges standard rate $20 per hour.
1,Pilot PMR,pilot pmr award-winning public relations agency based st. lawrence neighbourhood downtown toronto canada near citys historic distillery district. the agency provides strategic communications branding content marketing ux development clients across canada internationally.pilot pmr also offers media presentation coaching executives spokespersons.
1,Bang (company),bang music audio post production company based new york city creates original music provides music supervision sound design audio production services advertising entertainment interactive media.
1,Palmair,palmair british tour operator head office space house bournemouth united kingdom. palmair offered charter scheduled flights behalf bath travel. its main base bournemouth airport. palmair stopped flights foreseeable future airline placed deep freeze economic climate improves.the company holds united kingdom civil aviation authority air travel organiser'license (atol0003)
1,Hoffmann Propeller,hoffman propeller german manufacturer aircraft propellers. the company headquarters located rosenheim bavaria germany.
1,Western Canada Lottery Corporation,the western canada lottery corporation (wclc) non-profit organization founded 1974 operates lottery gaming-related activities members governments alberta saskatchewan manitoba. yukon northwest territories nunavut participate associate members.
1,Citébeur,citbeur french gay pornographic film studio pioneered specialised availability gay pornographic film content featuring men outside mainstream conventional french society: men colour various ethnicities -- arabs latins blacks eastern europeans rather white males.
1,Skywalker Sound,skywalker sound sound effects sound editing sound design sound mixing music recording division george lucas' lucas digital motion picture group. its main facilities located lucas valley near nicasio california.
1,Türk Ticaret Bankası,trk ticaret bankas a. (ttb english: turkish trade bank) also known trkbank founded 1913 adapazar private investors regional bank name adapazar slam ticaret bankas. it renamed trk ticaret bankas a. 1937 relocated head office istanbul 1952.trkbank taken turkish treasury 1994 bank weakened turkish financial crisis time.
1,NetSolve,netsolve information technology company based united states. it acquired cisco systems september 9 2004.netsolve inc 1995 renaming austin texas-based company southwest network services inc. netsolve'primary product ip frame-relay network management consultation company centered around mid-sized call center engineering team.
1,Apex Global Internet Services,agis (apex global internet services) former internet backbone based dearborn michigan usa. it remembered openly hosted spam email services destroyed reputation led bankruptcy.
1,Cohn & Wolfe,cohn & wolfe public relations firm part wpp works corporate branding.
1,Davis LLP,established 1892 davis llp full-service international law firm. founded vancouver british columbia canada firm grown include seven offices canada one japan. davis 240 lawyers working 40 different practice industry groups.
1,Norwegian Medical Association,the norwegian medical association (norwegian: den norske lgeforening 1886-2008 since 2008 den norske legeforening) founded 1886. it 22000 members 94% norwegian doctors. torunn janbu current president association. it affiliated federation norwegian professional associations.governance:executive committee (9 members)county divisions (19)occupational branches (7)specialty branches (59)
1,Grupo Silvio Santos,grupo silvio santos (silvio santos group english) brazilian holding led brazilian billionaire media-man silvio santos.the principal member holding sbt third biggest network television brazil. the group also controls tele sena teatro imprensa jequiti sisan empreendimentos many investments hotels shopping malls.the group may also recognized acronym gss.
1,Telco Systems,founded 1972 based mansfield massachusetts telco systems designs develops markets edge telecom network solutions enable service providers create intelligent end--end carrier ethernet/mpls network. telco systems solutions focused around four primary vertical markets - carrier cloud networking cloud services business ethernet services mobile backhaul advancedtca (atca) switching blades.
1,Vasanta Group,vasanta group uk'largest office supplies company headquartered sheffield.formed 2007 management buyout kingfield heath company merged isa supplies team form vasanta group.
1,Moelis & Company,moelis & company global investment bank provides financial advisory capital raising asset management services corporations institutions governments.the firm founded july 2007 ken moelis headquartered new york offices beijing boston chicago dubai frankfurt hong kong houston london los angeles mumbai palo alto paris sydney.
1,Citizens Republic Bancorp,citizens republic bancorp known citizens bank american bank headquartered flint michigan operated states michigan ohio indiana wisconsin. on september 13 2012 completed merger agreement firstmerit bank akron ohio. as april 13 2013 became subsidiary firstmerit corporation. it became part firstmerit june 13 2013.
1,Danfoss,the danfoss group global producer components solutions. the products services used areas cooling food air conditioning heating buildings controlling electric motors powering mobile machinery. the company also active field solar wind power well district heating cooling infrastructure targets entire cities urban communities. danfoss employs approximately 23000 people worldwide headquarters nordborg denmark.
1,Fiorucci,fiorucci italian fashion label founded elio fiorucci 1967. the first shop exposed milan styles swinging london american classics t-shirt jeans. by late 1970s early 1980s would reversed new york store would become famous fashions introduced united states.
1,Burning Heart Records,burning heart records independent record label formed 1993 based rebro sweden. it close affiliation californian label epitaph records rights distribute burning heart'output north america. it also started german office berlin end 2003.burning heart proven extremely successful launching european (especially swedish) bands global audience.
1,Big Fish Games,big fish games provider internet media delivery software game services based seattle washington. the company founded 2002 paul thelen currently employs 700 people. most big fish games' titles played free trial form full version available fee.
1,Elders Limited,elders limited australian-based agribusiness company.elders founded 1839 south australia alexander lang elder new arm family'scottish based merchant shipping business. its core business trading company commission agent wool agricultural products sale back britain. elder believed good business opportunities trade colony newly proclaimed december 1836.
1,Gambia International Airlines,gambia international airlines (gia) national airline gambia headquartered banjul. it operated mostly regional passenger services within west africa banjul international airport well flights london. the airline owned government gambia (99%) gambia telecommunications company (1%).
1,Safestyle UK,safestyle uk part style group uk provider pvcu double glazed windows doors french doors patio sliding doors united kingdom.
1,B&R,b&r austrian company founded ges.m.b.h. (gesellschaft mit beschrnkter haftung) 1979 erwin bernecker josef rainer. bernecker + rainer industrie-elektronik ges.m.b.h. development production headquarters eggelsberg (upper austria) currently one largest private companies field automation process control technology.
1,Railpower Technologies,railpower technologies corp. subsidiary r.j. corman railroad group builds environmentally friendly hybrid genset yard locomotives founded frank donnelly gerard koldyk. its green goat locomotives purchased canadian pacific railway bnsf railway kansas city southern railway union pacific railroad among others.
1,The Rendezvous Society,the rendezvous society non-profit british charity organisation (uk registered charity 293357). it aims promote care environment development inter-cultural ties linking schools communities. the rendezvous society enables individuals communities county gloucestershire beyond learn people cultures. for example friendship link kisumu (kenya) twinning link sochi (russia).
1,Weigel's,weigel'gas station convenience store chain located knoxville tennessee area.
1,Hutchison Whampoa Property,hutchison whampoa property limited (hwp) (chinese: ) property development investment arm hutchison whampoa limited hong kong. it comprises property interests hong kong & whampoa dock company limited (hwd) hutchison properties limited (hpl) cavendish international holdings limited (cihl).
1,Baphomet,baphomet (/bfmt/; medieval latin baphometh baffometi occitan bafometz) term originally used describe idol deity knights templar accused worshiping subsequently incorporated disparate occult mystical traditions.
1,Deutsche Luft Hansa,deutsche luft hansa a.g. (1933 styled deutsche lufthansa also known luft hansa lufthansa dlh) german airline serving flag carrier country later years weimar republic throughout third reich.even though deutsche luft hansa forerunner modern german airline lufthansa (founded 1953) legal connection two.
1,Bank of the People,the bank people created radical reform politicians james lesslie james hervey price dr john rolph toronto 1835. it founded failed establish provincial loan office farmers could borrow small sums guaranteed land holdings. the bank people bank upper canada suspend payments financial panic 1837-8.
1,Westair Benin,westair benin airline based cotonou benin. it established started operations november 2002 operated regional flights west africa. its main base cadjehoun airport.
1,The Eye Tribe,the eye tribe danish startup company produces eye tracking technology selling software developers incorporate eye tracking device applications programs. the eye tribes software allows user direct smart phone tablet computer look eye. the company focuses sleek appearance portable structure.
